customer_id,first_name,last_name,age,employment_length_yrs,housing_status,annual_income,employment_sector,created_at
CUST-000592,Richard,Moore,68,5,OWN,"$27,072.33",Healthcare,2022-08-14
CUST-000593,Susan,Martin,22,1.3,RENT,"$53,677.90",Education,2022-08-18
CUST-000594,John,Anderson,46,1.9,RENT,"$89,992.96",Manufacturing,2022-07-01
CUST-000595,Jennifer,Miller,54,9.4,RENT,"$62,128.93",Retail,2022-09-06
CUST-000596,Sarah,Hernandez,37,6.5,MORTGAGE,"$34,189.95",Manufacturing,2022-11-14
CUST-000597,Charles,Martin,66,0.5,MORTGAGE,"$104,752.86",Public Sector,2022-07-29
CUST-000598,Robert,Thomas,38,2.8,OWN,"$68,131.59",Manufacturing,2022-05-24
CUST-000599,Joseph,Brown,27,0.1,RENT,"$19,337.01",Technology,2022-12-11
CUST-000600,Mary,Garcia,22,3.3,RENT,"$75,517.66",Healthcare,2022-04-06
CUST-000601,Elizabeth,Williams,53,5.4,OWN,"$36,839.02",Services,2022-12-12
CUST-000602,Sarah,Rodriguez,23,0.6,OWN,"$54,083.36",Technology,2022-09-01
CUST-000603,Richard,Martinez,43,1.7,RENT,"$81,145.73",Retail,2022-03-27
CUST-000604,Robert,Wilson,21,2.5,MORTGAGE,"$37,242.20",Finance,2022-07-03
CUST-000605,James,Hernandez,56,12.6,RENT,"$21,530.02",Retail,2022-05-01
CUST-000606,James,Moore,56,25,OWN,"$104,065.17",Healthcare,2022-11-28
CUST-000607,Sarah,Lopez,67,0.2,RENT,"$87,753.91",Education,2022-04-02
CUST-000608,Joseph,Lopez,52,7.2,OWN,"$46,928.10",Manufacturing,2022-03-11
CUST-000609,Thomas,Gonzalez,18,2.3,MORTGAGE,"$75,110.13",Finance,2022-05-13
CUST-000610,David,Gonzalez,41,2.5,MORTGAGE,"$40,753.89",Healthcare,2022-10-06
CUST-000611,Thomas,Jackson,53,7,RENT,"$51,456.14",Technology,2022-05-17
CUST-000612,Richard,Jackson,23,12.5,MORTGAGE,"$45,608.80",Manufacturing,2022-11-10
CUST-000613,James,Wilson,58,15.1,MORTGAGE,"$41,586.38",Retail,2022-07-06
CUST-000614,Mary,Brown,63,4.3,RENT,"$58,668.09",Technology,2022-08-09
CUST-000615,William,Gonzalez,61,2.2,MORTGAGE,"$26,793.39",Healthcare,2022-02-15
CUST-000616,John,Davis,48,7.7,OTHER,"$43,226.52",Healthcare,2022-10-05
CUST-000617,James,Jackson,37,1.4,MORTGAGE,"$57,367.87",Retail,2022-07-11
CUST-000618,Jessica,Lopez,41,4.2,MORTGAGE,"$122,890.67",Finance,2022-01-08
CUST-000619,Jennifer,Moore,42,2.2,RENT,"$27,343.47",Retail,2022-10-03
CUST-000620,Thomas,Garcia,53,5.3,MORTGAGE,"$63,594.14",Education,2022-06-28
CUST-000621,Robert,Moore,38,1.4,RENT,"$67,176.21",Technology,2022-11-30
CUST-000622,Robert,Jackson,47,1.1,MORTGAGE,"$19,180.33",Finance,2022-02-08
CUST-000623,Jennifer,Jones,41,12.5,OWN,"$60,190.27",Manufacturing,2022-10-20
CUST-000624,John,Rodriguez,61,0.5,MORTGAGE,"$76,125.80",Public Sector,2022-06-27
CUST-000625,Robert,Williams,59,3.5,RENT,"$65,796.79",Education,2022-06-11
CUST-000626,Robert,Martinez,47,1.2,RENT,"$47,006.27",Finance,2022-11-27
CUST-000627,Elizabeth,Jackson,39,0.2,MORTGAGE,"$57,908.53",Public Sector,2022-04-14
CUST-000628,Elizabeth,Williams,45,0.2,MORTGAGE,"$53,365.64",Public Sector,2022-06-10
CUST-000629,Charles,Anderson,24,1,OWN,"$21,062.96",Technology,2022-10-14
CUST-000630,Thomas,Smith,52,10.1,OWN,"$53,995.73",Healthcare,2022-05-03
CUST-000631,Susan,Miller,45,1.7,MORTGAGE,"$40,801.12",Manufacturing,2022-02-23
CUST-000632,William,Lopez,31,15,RENT,"$34,461.19",Retail,2022-02-03
CUST-000633,Susan,Taylor,27,4.4,RENT,"$169,818.41",Technology,2022-08-30
CUST-000634,James,Martin,33,2.9,RENT,"$91,702.77",Education,2022-04-23
CUST-000635,Charles,Jones,33,4.3,RENT,"$27,581.87",Services,2022-11-14
CUST-000636,Richard,Brown,48,3.6,MORTGAGE,"$58,297.71",Public Sector,2022-01-23
CUST-000637,Richard,Lopez,59,7.1,MORTGAGE,"$101,621.73",Education,2022-02-15
CUST-000638,Patricia,Martin,42,1.7,MORTGAGE,"$23,199.83",Public Sector,2022-11-08
CUST-000639,James,Moore,30,2.2,RENT,"$50,944.47",Healthcare,2022-05-15
CUST-000640,Thomas,Taylor,23,11.2,RENT,"$52,158.18",Services,2022-04-28
CUST-000641,Linda,Jackson,61,14.6,RENT,"$25,919.57",Healthcare,2022-07-08
CUST-000642,Mary,Rodriguez,26,11.2,RENT,"$59,265.06",Manufacturing,2022-05-11
CUST-000643,Linda,Brown,62,2.7,OWN,"$85,658.45",Retail,2022-07-31
CUST-000644,Michael,Johnson,53,7.6,RENT,"$104,195.46",Manufacturing,2022-04-23
CUST-000645,Mary,Brown,60,3.2,MORTGAGE,"$43,274.46",Healthcare,2022-02-13
CUST-000646,John,Johnson,37,3.4,RENT,"$171,240.20",Healthcare,2022-05-08
CUST-000647,Sarah,Anderson,35,1.1,OWN,"$18,000.00",Education,2022-12-30
CUST-000648,Barbara,Johnson,60,4.5,MORTGAGE,"$58,577.64",Healthcare,2022-06-07
CUST-000649,James,Brown,38,1,RENT,"$24,193.83",Services,2022-09-30
CUST-000650,Barbara,Garcia,21,2,MORTGAGE,"$51,281.81",Services,2022-11-11
CUST-000651,Robert,Miller,67,9.7,MORTGAGE,"$37,761.55",Finance,2022-12-21
CUST-000652,Thomas,Martinez,50,1.2,OTHER,"$63,160.77",Public Sector,2022-12-06
CUST-000653,Jessica,Jackson,44,0.4,RENT,"$46,007.50",Technology,2022-02-14
CUST-000654,Joseph,Jackson,24,0.4,OWN,"$32,435.47",Healthcare,2022-04-18
CUST-000655,Joseph,Lopez,23,14.1,OWN,"$33,518.56",Manufacturing,2022-08-07
CUST-000656,Robert,Williams,32,3.5,OWN,"$128,827.52",Retail,2022-11-14
CUST-000657,Susan,Gonzalez,35,2.6,MORTGAGE,"$61,191.40",Public Sector,2022-11-11
CUST-000658,Mary,Moore,49,8.3,MORTGAGE,"$20,929.93",Public Sector,2022-06-26
CUST-000659,David,Davis,28,9,MORTGAGE,"$64,562.81",Retail,2022-08-16
CUST-000660,Charles,Anderson,37,2,MORTGAGE,"$44,474.07",Retail,2022-07-10
CUST-000661,Michael,Smith,41,5.9,MORTGAGE,"$49,133.71",Public Sector,2022-06-09
CUST-000662,Jennifer,Williams,32,7.4,MORTGAGE,"$73,861.28",Finance,2022-09-24
CUST-000663,Mary,Davis,65,5.3,MORTGAGE,"$88,575.77",Manufacturing,2022-12-24
CUST-000664,Jennifer,Brown,24,0.8,MORTGAGE,"$31,907.41",Finance,2022-11-22
CUST-000665,Sarah,Thomas,38,10.4,OWN,"$48,297.21",Healthcare,2022-07-09
CUST-000666,Mary,Martinez,59,3.9,RENT,"$37,307.31",Technology,2022-06-24
CUST-000667,Sarah,Lopez,43,1.7,OWN,"$66,067.43",Retail,2022-10-17
CUST-000668,Joseph,Wilson,61,2.8,MORTGAGE,"$43,645.16",Services,2022-12-23
CUST-000669,Charles,Wilson,31,0.2,OWN,"$49,743.04",Manufacturing,2022-05-25
CUST-000670,Mary,Johnson,54,0.7,MORTGAGE,"$42,824.33",Retail,2022-08-20
CUST-000671,Karen,Jones,38,7.3,RENT,"$46,487.57",Finance,2022-12-26
CUST-000672,Jennifer,Jones,35,0,OWN,"$114,958.39",Education,2022-07-23
CUST-000673,James,Garcia,22,2.7,RENT,"$162,005.10",Healthcare,2022-08-01
CUST-000674,Joseph,Gonzalez,20,3.7,OWN,"$59,192.26",Technology,2022-02-09
CUST-000675,Elizabeth,Rodriguez,40,0.3,MORTGAGE,"$46,630.73",Healthcare,2022-10-02
CUST-000676,Charles,Anderson,43,18.1,MORTGAGE,"$22,074.57",Education,2022-11-19
CUST-000677,Thomas,Wilson,54,1.3,RENT,"$33,516.43",Technology,2022-03-23
CUST-000678,Robert,Miller,41,1.8,MORTGAGE,"$46,010.83",Education,2022-06-30
CUST-000679,Patricia,Martin,66,1.8,RENT,"$34,285.18",Healthcare,2022-11-16
CUST-000680,Elizabeth,Johnson,36,1.3,RENT,"$36,136.17",Finance,2022-03-24
CUST-000681,Thomas,Miller,68,0,RENT,"$107,763.55",Public Sector,2022-10-30
CUST-000682,Elizabeth,Garcia,42,6.5,RENT,"$49,731.58",Healthcare,2022-09-19
CUST-000683,Thomas,Taylor,38,17,OTHER,"$52,005.56",Healthcare,2022-09-29
CUST-000684,Karen,Johnson,29,1.3,OTHER,"$34,993.05",Healthcare,2022-07-19
CUST-000685,Robert,Williams,58,5.4,RENT,"$88,324.46",Manufacturing,2022-08-28
CUST-000686,Mary,Jones,50,6.8,MORTGAGE,"$44,077.76",Education,2022-06-29
CUST-000687,Jennifer,Jones,67,9.4,RENT,"$37,781.25",Services,2022-06-20
CUST-000688,Mary,Smith,70,2.7,MORTGAGE,"$22,239.48",Education,2022-10-22
CUST-000689,Richard,Davis,21,1.8,OWN,"$47,545.81",Retail,2022-06-26
CUST-000690,David,Lopez,59,2,OWN,"$37,196.54",Education,2022-08-25
CUST-000691,David,Brown,24,6.2,MORTGAGE,"$113,810.48",Retail,2022-05-18
CUST-000692,Jessica,Gonzalez,39,8.5,MORTGAGE,"$123,247.44",Manufacturing,2022-11-23
CUST-000693,David,Anderson,50,1,RENT,"$26,432.77",Finance,2022-11-07
CUST-000694,Charles,Hernandez,34,2.3,OTHER,"$27,971.00",Retail,2022-05-09
CUST-000695,Joseph,Martinez,41,11.6,RENT,"$42,695.13",Healthcare,2022-02-18
CUST-000696,Jessica,Williams,51,8.2,MORTGAGE,"$32,597.18",Finance,2022-06-13
CUST-000697,David,Wilson,45,21,MORTGAGE,"$54,650.21",Public Sector,2022-10-04
CUST-000698,Jessica,Thomas,60,7,MORTGAGE,"$41,634.66",Manufacturing,2022-10-20
CUST-000699,Linda,Martinez,58,2.5,RENT,"$56,402.35",Education,2022-04-26
CUST-000700,Patricia,Martinez,56,4.5,OWN,"$81,474.61",Retail,2022-01-24
CUST-000701,Linda,Lopez,39,5.4,RENT,"$28,793.05",Services,2022-11-07
CUST-000702,Patricia,Rodriguez,66,0.4,MORTGAGE,"$80,628.35",Healthcare,2022-01-25
CUST-000703,John,Smith,34,3.9,RENT,"$34,053.01",Technology,2022-05-07
CUST-000704,John,Jones,51,6.2,RENT,"$143,521.69",Public Sector,2022-08-22
CUST-000705,Sarah,Martin,23,0.9,MORTGAGE,"$110,248.04",Technology,2022-07-28
CUST-000706,Charles,Davis,63,7.6,MORTGAGE,"$46,326.06",Finance,2022-04-03
CUST-000707,Charles,Hernandez,23,4.4,RENT,"$30,278.96",Education,2022-04-04
CUST-000708,Robert,Lopez,51,15.2,RENT,"$27,517.21",Services,2022-11-23
CUST-000709,Sarah,Smith,18,0.2,MORTGAGE,"$75,872.85",Technology,2022-08-13
CUST-000710,Elizabeth,Martin,27,1.5,MORTGAGE,"$48,281.25",Finance,2022-10-07
CUST-000711,Jennifer,Hernandez,38,4.6,OWN,"$77,919.65",Manufacturing,2022-01-11
CUST-000712,James,Jones,22,1.8,RENT,"$147,578.35",Finance,2022-11-25
CUST-000713,Robert,Anderson,19,6.3,RENT,"$33,349.85",Public Sector,2022-01-12
CUST-000714,William,Jones,39,7.1,RENT,"$26,500.82",Services,2022-02-04
CUST-000715,Barbara,Lopez,65,0.5,RENT,"$53,975.21",Services,2022-08-16
CUST-000716,Susan,Jones,19,3.6,MORTGAGE,"$86,888.40",Finance,2022-08-08
CUST-000717,Mary,Taylor,27,3.6,MORTGAGE,"$30,631.06",Public Sector,2022-05-21
CUST-000718,Thomas,Taylor,51,2.3,RENT,"$49,876.86",Finance,2022-01-23
CUST-000719,Susan,Lopez,33,13.5,RENT,"$97,248.21",Services,2022-03-24
CUST-000720,Richard,Anderson,65,8.8,RENT,"$21,667.33",Services,2022-08-17
CUST-000721,William,Anderson,68,6,OWN,"$55,141.56",Healthcare,2022-12-10
CUST-000722,Joseph,Garcia,56,6.3,OTHER,"$37,419.55",Finance,2022-03-21
CUST-000723,Joseph,Lopez,39,3.1,RENT,"$52,160.37",Retail,2022-12-19
CUST-000724,David,Martin,29,12.7,RENT,"$69,904.98",Finance,2022-10-17
CUST-000725,Jessica,Moore,41,5.9,OWN,"$54,742.97",Services,2022-11-27
CUST-000726,Thomas,Wilson,64,6.5,OWN,"$29,581.04",Healthcare,2022-06-08
CUST-000727,Patricia,Johnson,57,9.9,MORTGAGE,"$38,153.66",Healthcare,2022-05-08
CUST-000728,James,Rodriguez,55,1.6,RENT,"$100,037.11",Manufacturing,2022-07-09
CUST-000729,Linda,Jones,27,8.2,RENT,"$57,783.96",Public Sector,2022-01-31
CUST-000730,Thomas,Martin,52,1.1,MORTGAGE,"$74,619.68",Education,2022-12-25
CUST-000731,John,Smith,68,2.1,RENT,"$55,556.05",Technology,2022-01-15
CUST-000732,Karen,Williams,66,2,RENT,"$73,464.53",Technology,2022-11-09
CUST-000733,Joseph,Garcia,49,19.2,MORTGAGE,"$40,212.25",Finance,2022-03-16
CUST-000734,Joseph,Jones,24,9.7,RENT,"$33,397.76",Manufacturing,2022-02-03
CUST-000735,Susan,Jones,38,6,MORTGAGE,"$71,815.02",Finance,2022-12-25
CUST-000736,Susan,Smith,37,6.5,RENT,"$86,136.37",Technology,2022-07-15
CUST-000737,Mary,Taylor,43,4.1,RENT,"$31,034.64",Public Sector,2022-11-27
CUST-000738,Richard,Jackson,21,14.7,MORTGAGE,"$36,754.93",Services,2022-01-29
CUST-000739,Susan,Wilson,63,3.4,RENT,"$45,178.96",Public Sector,2022-07-13
CUST-000740,Charles,Lopez,69,2.4,OTHER,"$110,184.59",Public Sector,2022-01-16
CUST-000741,Michael,Martinez,39,0.9,MORTGAGE,"$64,962.65",Healthcare,2022-03-18
CUST-000742,John,Martin,32,7.7,RENT,"$25,284.75",Services,2022-10-20
CUST-000743,Joseph,Moore,57,6.6,MORTGAGE,"$46,793.92",Education,2022-03-22
CUST-000744,Susan,Hernandez,38,2.4,RENT,"$43,349.94",Services,2022-05-04
CUST-000745,David,Johnson,32,0.1,OWN,"$27,265.17",Manufacturing,2022-01-19
CUST-000746,Joseph,Moore,39,9.1,RENT,"$46,518.44",Healthcare,2022-04-12
CUST-000747,Richard,Miller,69,0.1,MORTGAGE,"$42,403.29",Education,2022-03-18
CUST-000748,Sarah,Anderson,45,6.1,RENT,"$40,912.21",Manufacturing,2022-08-17
CUST-000749,Jennifer,Hernandez,31,17.6,MORTGAGE,"$39,986.99",Manufacturing,2022-10-24
CUST-000750,John,Moore,44,2.9,OWN,"$102,303.26",Technology,2022-07-22
CUST-000751,Charles,Lopez,58,1.3,OWN,"$40,869.87",Healthcare,2022-03-02
CUST-000752,Joseph,Garcia,57,6.1,RENT,"$50,253.50",Manufacturing,2022-01-26
CUST-000753,Robert,Martin,45,8.5,RENT,"$47,601.41",Retail,2022-03-12
CUST-000754,Elizabeth,Gonzalez,43,4,OWN,"$38,081.79",Public Sector,2022-04-13
CUST-000755,Michael,Martin,66,17.1,OWN,"$51,008.74",Manufacturing,2022-11-22
CUST-000756,Thomas,Thomas,19,0.3,RENT,"$50,649.03",Education,2022-12-29
CUST-000757,Michael,Moore,42,3.5,MORTGAGE,"$51,015.17",Technology,2022-06-06
CUST-000758,Barbara,Martinez,20,6.3,RENT,"$31,900.71",Finance,2022-12-29
CUST-000759,Thomas,Davis,25,9.9,OWN,"$44,220.23",Public Sector,2022-12-25
CUST-000760,Richard,Moore,61,1,RENT,"$71,693.90",Technology,2022-07-13
CUST-000761,Karen,Smith,50,8,RENT,"$44,805.75",Finance,2022-10-02
CUST-000762,Patricia,Davis,59,4,MORTGAGE,"$53,150.93",Healthcare,2022-11-20
CUST-000763,Elizabeth,Garcia,69,2.5,RENT,"$53,290.77",Healthcare,2022-07-05
CUST-000764,John,Jones,52,0.7,MORTGAGE,"$60,397.17",Manufacturing,2022-11-22
CUST-000765,William,Anderson,23,10,MORTGAGE,"$64,817.15",Retail,2022-04-23
CUST-000766,Richard,Anderson,56,0.9,RENT,"$44,932.86",Healthcare,2022-11-09
CUST-000767,Sarah,Johnson,69,1.9,RENT,"$31,080.39",Services,2022-06-14
CUST-000768,Joseph,Smith,40,1.7,MORTGAGE,"$26,652.61",Manufacturing,2022-03-02
CUST-000769,Patricia,Hernandez,42,10.3,RENT,"$81,539.53",Public Sector,2022-04-02
CUST-000770,Joseph,Martinez,67,5.6,MORTGAGE,"$72,050.69",Technology,2022-10-13
CUST-000771,Mary,Moore,60,8,OWN,"$67,824.74",Healthcare,2022-06-02
CUST-000772,Joseph,Moore,36,1.4,MORTGAGE,"$73,541.25",Services,2022-08-13
CUST-000773,Linda,Taylor,22,4.9,RENT,"$45,216.71",Technology,2022-05-07
CUST-000774,Linda,Davis,68,4.2,RENT,"$35,866.60",Technology,2022-07-12
CUST-000775,Thomas,Anderson,28,8.9,RENT,"$30,025.32",Retail,2022-04-25
CUST-000776,Barbara,Davis,29,11.8,RENT,"$28,433.55",Healthcare,2022-09-19
CUST-000777,Charles,Taylor,27,0.1,MORTGAGE,"$89,866.39",Technology,2022-01-18
CUST-000778,Elizabeth,Lopez,25,5.6,MORTGAGE,"$38,308.52",Retail,2022-01-10
CUST-000779,William,Davis,41,0.3,RENT,"$83,069.22",Retail,2022-04-02
CUST-000780,Robert,Wilson,45,4,RENT,"$44,647.66",Healthcare,2022-05-19
CUST-000781,Jennifer,Brown,58,1.7,RENT,"$34,957.19",Retail,2022-11-29
CUST-000782,Karen,Smith,53,1.8,MORTGAGE,"$28,362.34",Healthcare,2022-12-23
CUST-000783,Mary,Smith,54,2.2,RENT,"$36,531.23",Services,2022-12-06
CUST-000784,Richard,Jackson,38,4.9,MORTGAGE,"$99,620.12",Healthcare,2022-02-21
CUST-000785,Jennifer,Thomas,25,2,RENT,"$28,506.72",Finance,2022-07-14
CUST-000786,Robert,Wilson,26,6.6,OWN,"$141,262.26",Technology,2022-07-25
CUST-000787,James,Thomas,64,2.6,OWN,"$32,199.18",Services,2022-10-14
CUST-000788,Jennifer,Jones,32,0.4,RENT,"$71,323.06",Education,2022-04-03
CUST-000789,Jennifer,Rodriguez,65,7.7,RENT,"$45,586.84",Healthcare,2022-11-05
CUST-000790,Jessica,Johnson,63,1.7,MORTGAGE,"$41,761.09",Technology,2022-05-25
CUST-000791,Patricia,Moore,57,2.8,RENT,"$25,959.41",Public Sector,2022-03-27
CUST-000792,David,Garcia,35,5.8,MORTGAGE,"$46,667.51",Retail,2022-06-02
CUST-000793,William,Rodriguez,59,2,OWN,"$27,470.20",Manufacturing,2022-01-02
CUST-000794,John,Smith,37,0.3,MORTGAGE,"$21,146.11",Healthcare,2022-12-08
CUST-000795,Charles,Rodriguez,23,2.3,OWN,"$52,041.63",Retail,2022-09-17
CUST-000796,Linda,Thomas,29,14.5,RENT,"$35,677.96",Retail,2022-06-13
CUST-000797,Robert,Gonzalez,19,5.1,RENT,"$113,797.32",Retail,2022-01-06
CUST-000798,Patricia,Rodriguez,24,5.6,MORTGAGE,"$80,822.52",Retail,2022-05-29
CUST-000799,Jennifer,Gonzalez,33,5,RENT,"$114,544.20",Retail,2022-07-24
CUST-000800,Mary,Rodriguez,20,1.1,MORTGAGE,"$34,876.15",Healthcare,2022-04-28
CUST-000801,Karen,Hernandez,62,2.7,RENT,"$52,473.78",Public Sector,2022-03-30
CUST-000802,David,Brown,20,7,RENT,"$18,000.00",Education,2022-06-03
CUST-000803,Patricia,Johnson,44,0.5,OTHER,"$42,578.25",Finance,2022-06-16
CUST-000804,Joseph,Garcia,67,1.6,RENT,"$51,495.47",Retail,2022-06-10
CUST-000805,Jennifer,Wilson,60,1.6,OTHER,"$52,945.80",Retail,2022-09-27
CUST-000806,Thomas,Brown,57,2.8,OTHER,"$47,993.26",Finance,2022-02-25
CUST-000807,Jennifer,Garcia,55,19.7,MORTGAGE,"$50,680.49",Public Sector,2022-08-16
CUST-000808,Charles,Jackson,50,0.3,MORTGAGE,"$18,000.00",Services,2022-12-03
CUST-000809,Mary,Garcia,45,3.7,MORTGAGE,"$55,720.92",Public Sector,2022-05-29
CUST-000810,Joseph,Johnson,18,1,OWN,"$62,424.93",Services,2022-02-15
CUST-000811,David,Moore,25,17.6,RENT,"$95,703.74",Healthcare,2022-05-24
CUST-000812,Linda,Gonzalez,54,0.6,MORTGAGE,"$58,945.53",Technology,2022-08-26
CUST-000813,Charles,Rodriguez,49,2.6,MORTGAGE,"$45,918.87",Manufacturing,2022-09-29
CUST-000814,Richard,Jackson,65,6.7,MORTGAGE,"$85,175.66",Manufacturing,2022-04-30
CUST-000815,Barbara,Gonzalez,60,6.1,MORTGAGE,"$18,000.00",Technology,2022-12-06
CUST-000816,Robert,Hernandez,54,2.7,RENT,"$37,893.15",Healthcare,2022-08-08
CUST-000817,Jennifer,Smith,21,2.1,MORTGAGE,"$33,426.19",Manufacturing,2022-01-08
CUST-000818,Patricia,Miller,47,2.5,OWN,"$48,181.92",Public Sector,2022-12-10
CUST-000819,Charles,Anderson,23,1.5,RENT,"$18,000.00",Finance,2022-10-02
CUST-000820,Karen,Smith,63,1.1,OWN,"$94,827.79",Technology,2022-12-19
CUST-000821,James,Lopez,36,3.3,MORTGAGE,"$43,264.82",Public Sector,2022-03-07
CUST-000822,Karen,Miller,49,1.6,OWN,"$57,491.84",Education,2022-03-20
CUST-000823,Thomas,Anderson,26,1.7,MORTGAGE,"$54,805.49",Healthcare,2022-03-27
CUST-000824,Barbara,Jackson,29,5.3,MORTGAGE,"$92,156.63",Technology,2022-05-04
CUST-000825,Joseph,Smith,28,17.3,RENT,"$19,322.49",Manufacturing,2022-07-21
CUST-000826,James,Taylor,63,4.6,OWN,"$51,852.61",Healthcare,2022-05-30
CUST-000827,Susan,Taylor,33,0.4,RENT,"$86,950.05",Finance,2022-02-15
CUST-000828,Jennifer,Williams,18,0.4,OWN,"$46,677.00",Healthcare,2022-04-23
CUST-000829,Robert,Lopez,62,15.1,OTHER,"$30,465.96",Healthcare,2022-04-01
CUST-000830,David,Garcia,70,1.8,RENT,"$36,244.94",Finance,2022-05-21
CUST-000831,Patricia,Hernandez,38,0.5,RENT,"$40,276.72",Retail,2022-10-16
CUST-000832,Richard,Williams,47,4.6,MORTGAGE,"$34,182.70",Finance,2022-08-06
CUST-000833,David,Davis,30,4.9,RENT,"$45,414.85",Public Sector,2022-03-18
CUST-000834,John,Wilson,51,5.2,OWN,"$104,205.87",Healthcare,2022-11-30
CUST-000835,James,Wilson,21,1.6,RENT,"$36,363.38",Services,2022-06-01
CUST-000836,Jennifer,Martinez,45,0.1,RENT,"$38,413.45",Finance,2022-11-19
CUST-000837,Sarah,Johnson,55,16.8,OTHER,"$61,690.81",Retail,2022-08-27
CUST-000838,Elizabeth,Wilson,48,1.4,MORTGAGE,"$44,917.82",Public Sector,2022-04-25
CUST-000839,Robert,Rodriguez,44,5.6,OWN,"$25,220.37",Services,2022-11-15
CUST-000840,Elizabeth,Williams,22,6.1,RENT,"$47,543.76",Services,2022-04-04
CUST-000841,Barbara,Davis,42,4.7,MORTGAGE,"$46,655.88",Technology,2022-02-17
CUST-000842,Mary,Thomas,20,1.9,MORTGAGE,"$79,844.73",Finance,2022-07-10
CUST-000843,Richard,Johnson,50,1.6,MORTGAGE,"$30,149.51",Finance,2022-01-12
CUST-000844,Linda,Garcia,21,4.6,MORTGAGE,"$80,110.30",Healthcare,2022-06-05
CUST-000845,Mary,Lopez,42,10.1,MORTGAGE,"$46,680.63",Public Sector,2022-06-21
CUST-000846,Karen,Jones,37,14.7,MORTGAGE,"$28,170.46",Technology,2022-10-23
CUST-000847,James,Johnson,51,0.6,RENT,"$25,479.03",Education,2022-06-26
CUST-000848,Robert,Thomas,43,0.8,MORTGAGE,"$128,951.84",Education,2022-12-07
CUST-000849,William,Jones,22,14.5,RENT,"$45,253.80",Manufacturing,2022-02-26
CUST-000850,Thomas,Anderson,52,6.7,MORTGAGE,"$78,296.02",Finance,2022-12-09
CUST-000851,William,Lopez,45,10.7,RENT,"$20,867.34",Finance,2022-12-06
CUST-000852,David,Brown,46,1.1,MORTGAGE,"$183,294.14",Technology,2022-07-22
CUST-000853,Joseph,Anderson,26,4.4,MORTGAGE,"$76,620.68",Retail,2022-07-04
CUST-000854,Jennifer,Hernandez,69,6,RENT,"$43,143.19",Education,2022-05-01
CUST-000855,John,Thomas,55,5.7,RENT,"$42,062.72",Manufacturing,2022-08-14
CUST-000856,Thomas,Garcia,67,2.6,RENT,"$70,777.69",Technology,2022-07-21
CUST-000857,Robert,Wilson,23,0.1,MORTGAGE,"$68,774.67",Finance,2022-11-26
CUST-000858,Barbara,Moore,36,4.4,OWN,"$53,705.17",Education,2022-12-29
CUST-000859,Sarah,Lopez,61,1.5,RENT,"$49,288.17",Public Sector,2022-12-22
CUST-000860,Susan,Hernandez,28,3,MORTGAGE,"$64,895.50",Manufacturing,2022-08-04
CUST-000861,David,Gonzalez,19,15.8,RENT,"$20,519.85",Healthcare,2022-02-12
CUST-000862,William,Hernandez,64,2.5,MORTGAGE,"$40,715.44",Education,2022-01-23
CUST-000863,Mary,Thomas,61,9.2,OWN,"$21,516.34",Manufacturing,2022-06-04
CUST-000864,Barbara,Anderson,61,1,RENT,"$66,323.28",Technology,2022-07-05
CUST-000865,John,Anderson,26,5.6,MORTGAGE,"$34,964.66",Healthcare,2022-09-06
CUST-000866,John,Brown,38,18.9,RENT,"$22,341.72",Manufacturing,2022-08-25
CUST-000867,James,Hernandez,41,0.5,RENT,"$32,961.87",Manufacturing,2022-10-20
CUST-000868,Linda,Jackson,51,0,RENT,"$52,821.74",Services,2022-05-14
CUST-000869,Linda,Anderson,39,2.8,RENT,"$44,240.05",Services,2022-11-17
CUST-000870,David,Brown,20,0.5,MORTGAGE,"$27,266.71",Services,2022-01-22
CUST-000871,William,Gonzalez,29,6.9,MORTGAGE,"$20,901.28",Finance,2022-12-27
CUST-000872,Robert,Jackson,45,12.3,MORTGAGE,"$50,866.83",Retail,2022-03-29
CUST-000873,Susan,Johnson,47,2.8,RENT,"$36,666.39",Education,2022-06-02
CUST-000874,John,Wilson,43,1.5,RENT,"$43,086.27",Finance,2022-05-05
CUST-000875,Robert,Brown,65,2.8,MORTGAGE,"$45,259.03",Public Sector,2022-03-20
CUST-000876,Robert,Thomas,38,6.4,OTHER,"$60,781.02",Healthcare,2022-12-12
CUST-000877,Charles,Martin,45,0,RENT,"$74,867.36",Retail,2022-02-20
CUST-000878,Susan,Wilson,43,4.5,OWN,"$52,746.60",Manufacturing,2022-08-04
CUST-000879,Patricia,Anderson,50,4.8,MORTGAGE,"$41,763.11",Finance,2022-06-25
CUST-000880,Richard,Williams,38,5.1,MORTGAGE,"$49,631.54",Services,2022-12-24
CUST-000881,Elizabeth,Davis,52,1.4,MORTGAGE,"$41,372.91",Retail,2022-09-10
CUST-000882,Sarah,Thomas,69,6.3,RENT,"$21,562.77",Public Sector,2022-09-03
CUST-000883,Linda,Martinez,51,0.5,RENT,"$84,623.99",Education,2022-08-15
CUST-000884,Linda,Brown,58,1.1,MORTGAGE,"$77,012.22",Public Sector,2022-04-16
CUST-000885,Michael,Moore,68,10.5,RENT,"$132,477.35",Healthcare,2022-07-12
CUST-000886,Linda,Johnson,64,6.7,OWN,"$153,314.96",Technology,2022-11-12
CUST-000887,Susan,Taylor,35,0.1,MORTGAGE,"$27,227.70",Finance,2022-10-29
